,r0,b,MFPT
0,0.0316227766016837,0.01,6.486830838778822
1,0.0562341325190349,0.01,5.008516839270285
2,0.1,0.01,3.899538777665943
3,0.1778279410038923,0.01,3.0793356365088704
4,0.3162277660168379,0.01,2.484331777144764
5,0.5623413251903491,0.01,2.0654941935857685
6,1.0,0.01,1.7893807198119465
7,1.7782794100389228,0.01,1.6407789785524076
8,3.1622776601683795,0.01,1.6303701015060506
9,5.623413251903491,0.01,1.819190932414954
10,10.0,0.01,2.4006988588645584
11,17.78279410038923,0.01,4.019776141926926
12,31.622776601683796,0.01,9.495394973463302
13,56.23413251903491,0.01,37.815004323333326
14,100.0,0.01,333.4843202827348
15,17.78279410038923,0.01,4.019776141926926
16,31.622776601683796,0.01,9.495394973463302
17,0.0316227766016837,0.0177827941003892,6.486694137398278
18,0.0562341325190349,0.0177827941003892,5.008323956688465
19,0.1,0.0177827941003892,3.899266066181821
20,0.1778279410038923,0.0177827941003892,3.078947485652586
21,0.3162277660168379,0.0177827941003892,2.483772572747469
22,0.5623413251903491,0.0177827941003892,2.06467274545731
23,1.0,0.0177827941003892,1.7881385406014385
24,1.7782794100389228,0.0177827941003892,1.6388181177887555
25,3.1622776601683795,0.0177827941003892,1.6270703061901837
26,5.623413251903491,0.0177827941003892,1.813079905329676
27,10.0,0.0177827941003892,2.3876384484879494
28,17.78279410038923,0.0177827941003892,3.985178656419036
29,31.622776601683796,0.0177827941003892,9.3669124019546
30,56.23413251903491,0.0177827941003892,36.993591110401965
31,100.0,0.0177827941003892,321.73066783706884
32,17.78279410038923,0.0177827941003892,3.985178656419036
33,31.622776601683796,0.0177827941003892,9.3669124019546
34,0.0316227766016837,0.0316227766016837,6.486401086232232
35,0.0562341325190349,0.0316227766016837,5.007902991190589
36,0.1,0.0316227766016837,3.898662132451381
37,0.1778279410038923,0.0316227766016837,3.07807773775006
38,0.3162277660168379,0.0316227766016837,2.482507573683625
39,0.5623413251903491,0.0316227766016837,2.0628004684295207
40,1.0,0.0316227766016837,1.785291252707773
41,1.7782794100389228,0.0316227766016837,1.6343063429008675
42,3.1622776601683795,0.0316227766016837,1.619463889698821
43,5.623413251903491,0.0316227766016837,1.7990037591573451
44,10.0,0.0316227766016837,2.35769851139172
45,17.78279410038923,0.0316227766016837,3.9066743894989497
46,31.622776601683796,0.0316227766016837,9.08062915573622
47,56.23413251903491,0.0316227766016837,35.233049975121844
48,100.0,0.0316227766016837,298.2724335204657
49,17.78279410038923,0.0316227766016837,3.9066743894989497
50,31.622776601683796,0.0316227766016837,9.08062915573622
51,0.0316227766016837,0.0562341325190349,6.485816161918197
52,0.0562341325190349,0.0562341325190349,5.007036442586231
53,0.1,0.0562341325190349,3.897388757650776
54,0.1778279410038923,0.0562341325190349,3.07621034537887
55,0.3162277660168379,0.0562341325190349,2.479755549711751
